order_status,payment_value,payment_installments,payment_sequential,payment_type,TIME_TO_CARRY,TIME_TO_DELIVER_ORDER,COMPARE_ESTIMATED_TO_DELIVERED_TIME,ESTIMATED_TIME_TO_DELIVERY,ORDER_PURCHASE_YEAR,ORDER_PURCHASE_MONTH,ORDER_PURCHASE_DAY,ORDER_PURCHASE_WEEKDAY
delivered,17665.00,8,1,credit_card,1,8,15,23,2018,4,9,Monday
delivered,4869.00,1,1,credit_card,3,4,6,10,2018,7,28,Saturday
delivered,36499.00,6,1,credit_card,4,7,11,18,2017,11,27,Monday
delivered,12518.00,2,1,credit_card,2,5,18,23,2018,5,28,Monday
delivered,26713.00,2,1,credit_card,6,13,3,16,2018,3,7,Wednseday
delivered,7528.00,7,1,credit_card,7,14,6,20,2018,6,27,Wednseday
delivered,23531.00,4,1,credit_card,1,6,23,29,2017,10,19,Thursday
delivered,7027.00,7,1,credit_card,4,8,21,29,2018,4,15,Sunday
delivered,12638.00,1,1,debit_card,23,26,-3,23,2018,7,22,Sunday
delivered,34732.00,1,1,credit_card,0,11,10,21,2018,2,23,Friday
delivered,6428.00,4,1,credit_card,1,14,12,26,2018,3,22,Thursday
delivered,4329.00,1,1,boleto,0,3,10,13,2017,7,7,Friday
delivered,8582.00,1,1,boleto,5,14,4,18,2018,2,16,Friday
delivered,17587.00,6,1,credit_card,12,17,-2,15,2017,9,20,Wednseday
delivered,34007.00,1,1,boleto,3,14,16,30,2017,8,1,Tuesday
delivered,7405.00,1,1,credit_card,5,12,10,22,2017,5,10,Wednseday
delivered,17749.00,1,1,boleto,3,6,7,13,2018,8,24,Friday
delivered,14400.00,10,1,credit_card,10,14,16,30,2017,12,5,Tuesday
delivered,11286.00,2,1,credit_card,2,17,19,36,2018,1,31,Wednseday
delivered,14314.00,3,1,credit_card,1,7,27,34,2017,12,21,Thursday
delivered,50004.00,10,1,credit_card,1,18,13,31,2017,7,30,Sunday
delivered,3952.00,1,1,boleto,5,12,19,31,2017,12,29,Friday
delivered,6768.00,3,1,credit_card,2,6,17,23,2018,6,12,Tuesday
delivered,18682.00,4,1,credit_card,3,15,8,23,2017,11,28,Tuesday
delivered,3868.00,1,1,credit_card,0,9,18,27,2017,12,12,Tuesday
delivered,6690.00,1,1,boleto,6,9,16,25,2018,6,9,Saturday
delivered,8541.00,1,1,credit_card,1,4,12,16,2018,8,26,Sunday
delivered,6074.00,1,2,voucher,1,26,-2,24,2018,1,22,Monday
delivered,48465.00,3,1,credit_card,1,11,24,35,2018,1,22,Monday
delivered,18536.00,2,1,credit_card,2,7,15,22,2018,4,23,Monday
delivered,9354.00,1,1,boleto,2,4,26,30,2018,7,21,Saturday
delivered,12210.00,1,1,boleto,1,11,14,25,2018,4,26,Thursday
delivered,5637.00,1,1,boleto,0,2,12,14,2017,11,29,Wednseday
delivered,18189.00,10,1,credit_card,4,12,10,22,2018,7,9,Monday
delivered,20407.00,10,1,credit_card,1,17,32,49,2018,6,6,Wednseday
delivered,36619.00,8,1,credit_card,1,6,20,26,2018,2,8,Thursday
delivered,7182.00,7,1,credit_card,0,7,21,28,2018,4,9,Monday
delivered,59469.00,10,1,credit_card,1,8,25,33,2018,6,22,Friday
delivered,7004.00,3,1,credit_card,8,18,38,56,2017,1,19,Thursday
delivered,4473.00,2,1,credit_card,2,8,10,18,2017,5,22,Monday
delivered,3695.00,1,1,boleto,4,19,36,55,2018,5,17,Thursday
delivered,3828.00,1,1,boleto,2,8,21,29,2018,4,8,Sunday
delivered,243.00,1,6,voucher,3,6,23,29,2018,7,1,Sunday
delivered,2500.00,1,2,voucher,3,6,15,21,2018,4,27,Friday
delivered,16526.00,1,1,boleto,4,6,10,16,2018,2,24,Saturday
delivered,186785.00,10,1,credit_card,2,17,2,19,2018,5,6,Sunday
delivered,20848.00,1,1,boleto,4,13,11,24,2017,10,13,Friday
delivered,2449.00,1,2,voucher,4,12,16,28,2017,12,29,Friday
delivered,6990.00,1,1,credit_card,5,26,30,56,2017,5,24,Wednseday
delivered,12643.00,1,1,credit_card,1,7,15,22,2018,7,31,Tuesday
delivered,16022.00,1,1,boleto,5,7,20,27,2017,1,11,Wednseday
delivered,12168.00,1,1,boleto,3,4,16,20,2018,4,20,Friday
delivered,7403.00,2,1,credit_card,4,8,12,20,2018,5,3,Thursday
delivered,11817.00,4,1,credit_card,1,3,13,16,2018,7,10,Tuesday
delivered,4277.00,1,1,credit_card,9,17,14,31,2017,8,14,Monday
delivered,6400.00,1,1,boleto,6,16,11,27,2017,11,25,Saturday
delivered,3143.00,1,1,boleto,1,10,12,22,2018,4,23,Monday
delivered,3700.00,1,1,boleto,6,13,11,24,2018,4,13,Friday
delivered,109274.00,10,1,credit_card,4,8,24,32,2017,10,6,Friday
delivered,32368.00,3,1,credit_card,2,13,14,27,2018,4,25,Wednseday
delivered,20939.00,5,1,credit_card,4,10,10,20,2018,7,27,Friday
delivered,13398.00,10,1,credit_card,1,10,12,22,2017,7,4,Tuesday
delivered,7327.00,2,1,credit_card,1,9,13,22,2018,5,2,Wednseday
delivered,5000.00,1,2,voucher,3,4,13,17,2018,4,20,Friday
delivered,13541.00,1,1,credit_card,1,4,11,15,2017,11,26,Sunday
delivered,7507.00,2,1,credit_card,7,19,28,47,2017,4,27,Thursday
delivered,2000.00,1,1,voucher,4,5,12,17,2017,9,24,Sunday
delivered,7716.00,1,1,boleto,3,14,15,29,2017,12,10,Sunday
delivered,3322.00,1,1,boleto,1,6,15,21,2018,4,24,Tuesday
delivered,3175.00,1,1,boleto,1,9,12,21,2017,3,14,Tuesday
delivered,24939.00,10,1,credit_card,7,11,14,25,2017,3,3,Friday
delivered,2627.00,1,1,credit_card,1,19,9,28,2017,10,25,Wednseday
delivered,13033.00,1,1,credit_card,1,6,23,29,2018,4,10,Tuesday
delivered,902.00,1,1,voucher,1,11,23,34,2017,7,6,Thursday
delivered,9406.00,1,1,boleto,0,16,12,28,2017,9,12,Tuesday
delivered,12474.00,1,1,boleto,5,25,6,31,2017,12,9,Saturday
delivered,5782.00,3,1,credit_card,2,11,16,27,2017,3,4,Saturday
delivered,11690.00,8,1,credit_card,0,5,18,23,2018,6,20,Wednseday
delivered,12721.00,2,1,credit_card,1,5,14,19,2018,3,8,Thursday
delivered,4904.00,1,1,boleto,4,12,23,35,2018,6,8,Friday
delivered,3820.00,1,9,voucher,2,6,16,22,2017,9,26,Tuesday
delivered,5400.00,4,1,credit_card,2,9,20,29,2018,4,16,Monday
delivered,9348.00,3,1,credit_card,4,5,9,14,2018,3,23,Friday
delivered,4578.00,2,1,credit_card,5,8,18,26,2017,12,28,Thursday
delivered,2768.00,2,1,credit_card,3,5,20,25,2017,3,31,Friday
delivered,13799.00,5,1,credit_card,0,6,13,19,2017,10,19,Thursday
delivered,4469.00,1,1,voucher,8,19,14,33,2017,2,15,Wednseday
delivered,3641.00,1,1,voucher,16,19,8,27,2018,4,14,Saturday
delivered,10196.00,1,1,credit_card,2,19,1,20,2018,5,17,Thursday
delivered,946.00,1,2,voucher,2,3,3,6,2018,8,21,Tuesday
delivered,7412.00,2,1,credit_card,4,17,14,31,2017,8,25,Friday
delivered,3475.00,1,1,boleto,8,15,19,34,2018,2,14,Wednseday
delivered,2644.00,1,1,credit_card,3,10,22,32,2017,11,4,Saturday
delivered,3910.00,1,1,credit_card,1,10,19,29,2017,8,27,Sunday
delivered,5380.00,1,1,boleto,1,8,21,29,2017,2,9,Thursday
delivered,11000.00,1,1,boleto,5,12,8,20,2017,11,24,Friday
delivered,18037.00,2,1,credit_card,2,13,27,40,2018,5,23,Wednseday
delivered,13483.00,2,1,credit_card,4,8,8,16,2018,2,10,Saturday
delivered,5500.00,1,1,boleto,4,9,14,23,2017,4,30,Sunday
delivered,30928.00,8,1,credit_card,4,15,7,22,2017,10,9,Monday
delivered,11427.00,1,1,credit_card,8,14,7,21,2017,11,13,Monday
delivered,7717.00,3,1,credit_card,0,3,0,3,2018,8,21,Tuesday
delivered,52274.00,1,1,boleto,2,7,9,16,2017,9,13,Wednseday
delivered,13259.00,1,1,credit_card,2,9,16,25,2018,4,1,Sunday
delivered,3097.00,1,1,credit_card,1,5,21,26,2017,10,19,Thursday
delivered,15640.00,1,1,credit_card,6,8,7,15,2018,7,4,Wednseday
delivered,3500.00,3,1,credit_card,0,5,30,35,2018,5,17,Thursday
delivered,11469.00,8,1,credit_card,0,6,11,17,2018,7,27,Friday
delivered,13980.00,2,1,credit_card,3,5,10,15,2018,5,13,Sunday
delivered,8625.00,1,1,credit_card,2,13,7,20,2018,8,4,Saturday
delivered,3777.00,1,1,credit_card,1,3,18,21,2017,4,4,Tuesday
delivered,5875.00,3,1,credit_card,3,10,12,22,2018,7,3,Tuesday
delivered,36711.00,8,1,credit_card,9,19,7,26,2018,6,17,Sunday
delivered,5609.00,1,1,boleto,0,15,12,27,2018,2,14,Wednseday
delivered,13799.00,3,1,credit_card,0,17,9,26,2017,7,7,Friday
delivered,5916.00,1,1,credit_card,2,6,25,31,2017,12,16,Saturday
delivered,4195.00,1,1,credit_card,3,7,3,10,2018,3,5,Monday
delivered,10123.00,7,1,credit_card,2,19,5,24,2017,11,19,Sunday
delivered,11128.00,2,1,credit_card,3,11,13,24,2018,3,16,Friday
delivered,8858.00,1,1,credit_card,1,4,9,13,2018,3,22,Thursday
delivered,8456.00,5,1,credit_card,1,3,17,20,2017,12,14,Thursday
delivered,4406.00,1,1,boleto,4,13,28,41,2017,1,20,Friday
delivered,3243.00,1,1,credit_card,1,5,9,14,2018,5,16,Wednseday
delivered,10237.00,5,1,credit_card,3,7,2,9,2018,7,30,Monday
delivered,5003.00,1,1,credit_card,5,22,0,22,2018,2,28,Wednseday
delivered,7757.00,1,1,credit_card,2,9,18,27,2018,5,1,Tuesday
delivered,13347.00,1,1,boleto,1,17,21,38,2018,2,19,Monday
delivered,47826.00,1,1,boleto,5,91,-52,39,2018,1,25,Thursday
delivered,5284.00,1,1,boleto,3,10,17,27,2018,4,27,Friday
delivered,13297.00,1,1,credit_card,1,6,25,31,2018,8,14,Tuesday
delivered,8446.00,1,1,credit_card,8,18,0,18,2018,4,26,Thursday
delivered,8836.00,1,1,credit_card,1,8,36,44,2018,6,6,Wednseday
delivered,12201.00,4,1,credit_card,2,26,-7,19,2018,3,10,Saturday
delivered,11718.00,2,1,credit_card,1,6,9,15,2018,8,2,Thursday
delivered,9531.00,4,1,credit_card,1,6,15,21,2017,4,5,Wednseday
delivered,12764.00,1,1,boleto,4,16,8,24,2018,2,18,Sunday
delivered,10989.00,1,1,boleto,1,5,15,20,2017,5,17,Wednseday
delivered,11477.00,1,1,credit_card,2,4,6,10,2018,7,28,Saturday
delivered,6510.00,6,1,credit_card,6,21,5,26,2017,12,8,Friday
delivered,5000.00,1,1,boleto,1,7,19,26,2018,6,7,Thursday
delivered,3727.00,1,1,boleto,4,22,23,45,2018,6,8,Friday
delivered,4814.00,4,1,credit_card,2,5,6,11,2018,3,4,Sunday
delivered,7188.00,1,1,credit_card,2,9,20,29,2017,7,30,Sunday
delivered,3862.00,1,1,credit_card,1,8,35,43,2017,1,17,Tuesday
delivered,3801.00,1,1,credit_card,3,10,7,17,2018,4,8,Sunday
delivered,8116.00,1,1,credit_card,2,5,12,17,2018,3,26,Monday
delivered,52696.00,5,1,credit_card,2,17,10,27,2018,1,13,Saturday
delivered,21186.00,1,1,credit_card,7,32,-4,28,2017,11,24,Friday
delivered,5000.00,1,2,voucher,5,14,20,34,2017,11,11,Saturday
delivered,10757.00,5,1,credit_card,1,7,25,32,2017,3,23,Thursday
delivered,1736.00,1,2,voucher,2,8,6,14,2018,7,18,Wednseday
delivered,8414.00,1,1,credit_card,3,12,9,21,2017,11,24,Friday
delivered,207.00,1,2,voucher,5,14,14,28,2018,7,27,Friday
delivered,17180.00,8,1,credit_card,9,20,6,26,2017,3,29,Wednseday
delivered,6221.00,1,1,debit_card,1,2,11,13,2017,5,30,Tuesday
delivered,7850.00,3,1,credit_card,5,24,2,26,2017,11,3,Friday
delivered,4400.00,4,1,credit_card,3,10,14,24,2017,9,1,Friday
delivered,6371.00,1,1,voucher,4,11,21,32,2017,1,14,Saturday
delivered,23277.00,3,1,credit_card,3,33,0,33,2017,4,16,Sunday
delivered,6010.00,1,1,credit_card,2,7,9,16,2017,9,11,Monday
delivered,4326.00,2,1,credit_card,1,13,10,23,2017,11,13,Monday
delivered,19601.00,2,1,credit_card,8,11,16,27,2018,3,16,Friday
delivered,13199.00,3,1,credit_card,1,2,11,13,2018,5,1,Tuesday
delivered,7755.00,1,1,boleto,4,12,21,33,2018,1,19,Friday
delivered,7961.00,1,1,credit_card,7,13,8,21,2018,5,2,Wednseday
delivered,10201.00,2,1,credit_card,0,13,20,33,2017,2,16,Thursday
delivered,9622.00,1,1,boleto,5,14,6,20,2018,4,5,Thursday
delivered,5268.00,1,1,credit_card,4,20,5,25,2017,11,23,Thursday
delivered,9389.00,1,1,credit_card,2,4,17,21,2018,5,21,Monday
delivered,3752.00,1,1,credit_card,2,3,10,13,2017,7,8,Saturday
delivered,6570.00,6,1,credit_card,2,7,14,21,2017,3,1,Wednseday
delivered,4900.00,2,1,credit_card,3,4,0,4,2018,8,20,Monday
delivered,19929.00,4,1,credit_card,3,10,18,28,2017,12,1,Friday
delivered,9257.00,3,1,credit_card,2,7,9,16,2018,5,7,Monday
delivered,6730.00,1,2,voucher,4,9,14,23,2017,3,11,Saturday
delivered,12467.00,3,1,credit_card,5,14,30,44,2018,6,6,Wednseday
delivered,6523.00,1,1,credit_card,4,7,15,22,2017,10,19,Thursday
delivered,2085.00,1,3,voucher,2,25,6,31,2018,4,8,Sunday
delivered,5910.00,1,1,credit_card,2,9,27,36,2018,1,14,Sunday
delivered,58532.00,10,1,credit_card,0,1,13,14,2018,6,28,Thursday
delivered,16491.00,3,1,credit_card,1,2,21,23,2017,10,1,Sunday
delivered,5748.00,5,1,credit_card,0,2,14,16,2018,2,7,Wednseday
delivered,8233.00,4,1,credit_card,8,21,4,25,2018,4,26,Thursday
delivered,152899.00,7,1,credit_card,1,7,13,20,2017,4,19,Wednseday
delivered,11222.00,1,1,credit_card,8,13,9,22,2017,7,11,Tuesday
delivered,2250.00,1,1,credit_card,3,8,2,10,2018,5,7,Monday
delivered,17216.00,5,1,credit_card,4,14,15,29,2018,1,25,Thursday
delivered,16105.00,1,1,boleto,2,9,12,21,2017,3,20,Monday
delivered,507.00,1,1,voucher,1,20,5,25,2017,9,14,Thursday
delivered,6382.00,4,1,credit_card,1,14,2,16,2017,8,15,Tuesday
delivered,10487.00,7,1,credit_card,1,14,14,28,2017,12,27,Wednseday
delivered,9440.00,1,1,boleto,2,11,13,24,2017,4,16,Sunday
delivered,23798.00,1,1,credit_card,3,13,11,24,2017,7,28,Friday
delivered,4313.00,4,1,credit_card,1,22,-5,17,2018,3,26,Monday
delivered,9443.00,1,1,credit_card,2,9,18,27,2017,8,16,Wednseday
delivered,3075.00,3,1,credit_card,5,13,9,22,2017,4,19,Wednseday
delivered,6451.00,1,1,credit_card,2,6,11,17,2018,5,8,Tuesday
delivered,3342.00,1,1,credit_card,3,16,15,31,2017,7,10,Monday
delivered,4586.00,4,1,credit_card,1,26,8,34,2018,3,15,Thursday
delivered,6693.00,1,1,boleto,1,20,1,21,2017,11,28,Tuesday
delivered,11291.00,2,1,credit_card,1,14,39,53,2017,12,25,Monday
delivered,10581.00,1,1,boleto,1,4,14,18,2018,7,22,Sunday
delivered,8505.00,4,1,credit_card,2,14,18,32,2017,12,3,Sunday
delivered,4595.00,1,1,boleto,2,16,14,30,2018,1,20,Saturday
delivered,11624.00,2,1,credit_card,3,17,9,26,2018,3,24,Saturday
delivered,10705.00,1,1,credit_card,2,6,13,19,2017,3,15,Wednseday
delivered,7368.00,1,1,boleto,3,7,17,24,2017,7,7,Friday
delivered,4136.00,3,1,credit_card,1,3,28,31,2018,1,30,Tuesday
delivered,12964.00,2,1,credit_card,1,6,16,22,2018,6,21,Thursday
delivered,6554.00,6,1,credit_card,3,4,8,12,2017,9,15,Friday
delivered,29458.00,5,1,credit_card,2,6,3,9,2018,8,8,Wednseday
delivered,14000.00,7,1,credit_card,2,8,14,22,2018,3,11,Sunday
delivered,18889.00,8,1,credit_card,2,7,3,10,2018,7,30,Monday
delivered,21303.00,2,1,credit_card,2,15,14,29,2018,1,8,Monday
delivered,6588.00,1,1,boleto,5,13,22,35,2018,7,13,Friday
delivered,3777.00,1,1,credit_card,1,4,17,21,2017,8,24,Thursday
delivered,12131.00,2,1,credit_card,4,12,11,23,2018,7,14,Saturday
delivered,25823.00,10,1,credit_card,3,12,13,25,2017,11,3,Friday
delivered,13911.00,2,1,credit_card,3,18,5,23,2017,11,13,Monday
delivered,34047.00,4,1,credit_card,0,7,32,39,2018,6,29,Friday
delivered,18654.00,3,1,credit_card,4,19,12,31,2017,9,15,Friday
delivered,38537.00,6,1,credit_card,1,8,41,49,2018,8,9,Thursday
delivered,20765.00,8,1,credit_card,2,17,7,24,2017,6,24,Saturday
delivered,11000.00,2,1,credit_card,1,25,4,29,2018,4,23,Monday
delivered,20668.00,1,1,boleto,1,2,9,11,2018,6,17,Sunday
delivered,32464.00,2,1,credit_card,3,4,12,16,2018,1,29,Monday
delivered,10501.00,1,1,credit_card,2,6,19,25,2018,5,26,Saturday
delivered,2109.00,1,2,voucher,2,12,34,46,2018,6,4,Monday
delivered,11127.00,4,1,credit_card,1,6,21,27,2018,6,14,Thursday
delivered,6550.00,3,1,credit_card,1,9,21,30,2018,1,8,Monday
delivered,2822.00,1,1,voucher,4,8,16,24,2018,6,17,Sunday
delivered,2770.00,2,1,credit_card,0,13,17,30,2017,7,12,Wednseday
delivered,287.00,1,1,credit_card,3,4,7,11,2018,4,8,Sunday
delivered,13549.00,8,1,credit_card,5,15,8,23,2018,3,21,Wednseday
delivered,18195.00,6,1,credit_card,1,8,9,17,2017,3,14,Tuesday
delivered,3023.00,1,1,credit_card,2,18,19,37,2018,5,2,Wednseday
delivered,11565.00,1,1,credit_card,5,8,18,26,2017,10,29,Sunday
delivered,12893.00,1,1,credit_card,4,13,20,33,2018,6,1,Friday
delivered,15880.00,2,1,credit_card,2,14,58,72,2017,2,21,Tuesday
delivered,12533.00,5,1,credit_card,0,6,35,41,2018,6,6,Wednseday
delivered,9184.00,2,1,credit_card,3,33,-7,26,2018,2,17,Saturday
delivered,76784.00,6,1,credit_card,1,22,9,31,2017,6,12,Monday
delivered,325.00,1,5,voucher,17,27,3,30,2018,5,7,Monday
delivered,14716.00,1,1,boleto,6,17,8,25,2018,5,4,Friday
delivered,5179.00,1,1,boleto,2,7,17,24,2017,5,15,Monday
delivered,7451.00,3,1,credit_card,4,9,15,24,2018,2,10,Saturday
delivered,16255.00,8,1,credit_card,3,9,16,25,2017,12,30,Saturday
delivered,7716.00,1,1,credit_card,1,9,9,18,2017,10,9,Monday
delivered,8356.00,1,1,boleto,6,11,22,33,2017,4,21,Friday
delivered,10024.00,2,1,credit_card,5,27,6,33,2018,4,12,Thursday
delivered,12883.00,6,1,credit_card,1,8,12,20,2018,5,10,Thursday
delivered,832.00,1,2,voucher,3,5,20,25,2018,5,5,Saturday
delivered,14257.00,2,1,credit_card,6,7,6,13,2017,5,26,Friday
delivered,502.00,1,1,credit_card,5,6,13,19,2017,9,13,Wednseday
delivered,8872.00,1,1,boleto,3,5,9,14,2017,8,4,Friday
delivered,86176.00,6,1,credit_card,4,11,15,26,2017,10,14,Saturday
delivered,2629.00,2,1,credit_card,2,12,9,21,2017,9,13,Wednseday
delivered,12337.00,2,1,credit_card,2,22,-4,18,2018,5,14,Monday
delivered,2988.00,1,1,credit_card,1,8,15,23,2018,3,20,Tuesday
delivered,7687.00,1,1,credit_card,1,7,7,14,2018,8,21,Tuesday
delivered,6899.00,1,2,voucher,4,6,2,8,2018,8,16,Thursday
delivered,25482.00,5,1,credit_card,8,32,-6,26,2018,2,25,Sunday
delivered,16820.00,4,1,credit_card,1,5,25,30,2018,7,18,Wednseday
delivered,8907.00,1,1,voucher,7,35,-13,22,2018,1,30,Tuesday
delivered,11208.00,1,1,boleto,3,16,8,24,2017,9,2,Saturday
delivered,8550.00,1,1,boleto,0,7,10,17,2018,6,11,Monday
delivered,26445.00,5,1,credit_card,3,10,12,22,2017,5,28,Sunday
delivered,7389.00,1,1,credit_card,4,10,14,24,2017,8,4,Friday
delivered,5830.00,1,1,boleto,1,7,13,20,2018,7,24,Tuesday
delivered,5166.00,3,1,credit_card,1,33,-10,23,2018,2,14,Wednseday
delivered,10036.00,1,1,boleto,3,12,14,26,2017,5,21,Sunday
delivered,19637.00,1,1,credit_card,1,11,11,22,2018,3,20,Tuesday
delivered,9343.00,2,1,credit_card,6,12,16,28,2017,4,5,Wednseday
delivered,5410.00,1,1,credit_card,3,14,6,20,2017,11,24,Friday
delivered,16892.00,1,1,credit_card,1,17,11,28,2017,5,9,Tuesday
delivered,26449.00,3,1,credit_card,1,11,21,32,2017,11,24,Friday
delivered,31575.00,3,1,credit_card,2,10,9,19,2017,11,12,Sunday
delivered,4753.00,1,1,credit_card,4,23,1,24,2017,6,17,Saturday
delivered,6973.00,1,1,credit_card,2,13,7,20,2018,5,8,Tuesday
delivered,22760.00,2,1,credit_card,4,32,-4,28,2018,3,15,Thursday
delivered,6813.00,6,1,credit_card,1,11,1,12,2018,8,9,Thursday
delivered,361.00,1,3,voucher,6,18,2,20,2017,11,23,Thursday
delivered,6410.00,1,1,boleto,7,8,22,30,2018,8,7,Tuesday
delivered,2947.00,1,1,credit_card,0,1,16,17,2018,3,2,Friday
delivered,9480.00,6,1,credit_card,1,3,24,27,2018,6,7,Thursday
delivered,5322.00,1,1,credit_card,6,33,-9,24,2017,11,24,Friday
delivered,13026.00,1,1,boleto,3,17,7,24,2017,7,28,Friday
delivered,41404.00,8,1,credit_card,1,13,11,24,2018,2,5,Monday
delivered,11044.00,1,1,credit_card,1,5,3,8,2018,7,10,Tuesday
delivered,6386.00,1,1,credit_card,1,14,11,25,2018,3,1,Thursday
delivered,15396.00,3,1,credit_card,1,12,5,17,2018,3,4,Sunday
delivered,1648.00,1,4,voucher,1,7,37,44,2017,10,25,Wednseday
delivered,7189.00,7,1,credit_card,5,17,10,27,2017,6,9,Friday
delivered,22282.00,1,1,credit_card,4,11,9,20,2018,5,4,Friday
delivered,9822.00,1,1,credit_card,2,5,17,22,2018,2,15,Thursday
delivered,19480.00,3,1,credit_card,1,21,18,39,2017,10,9,Monday
delivered,22204.00,4,1,credit_card,7,22,42,64,2018,5,28,Monday
delivered,438.00,1,1,credit_card,18,31,-6,25,2017,9,10,Sunday
delivered,4164.00,1,1,boleto,3,8,41,49,2018,5,14,Monday
delivered,16416.00,2,1,credit_card,4,11,14,25,2017,6,8,Thursday
delivered,11865.00,5,1,credit_card,1,10,14,24,2018,5,6,Sunday
delivered,6414.00,1,1,boleto,0,3,10,13,2018,8,21,Tuesday
delivered,21390.00,3,1,credit_card,1,4,18,22,2017,9,26,Tuesday
delivered,14822.00,1,1,boleto,2,8,12,20,2017,12,19,Tuesday
delivered,19398.00,1,1,credit_card,4,5,13,18,2017,7,23,Sunday
delivered,24357.00,3,1,credit_card,2,35,-12,23,2018,3,10,Saturday
delivered,5827.00,2,1,credit_card,2,14,10,24,2018,4,3,Tuesday
delivered,20155.00,6,1,credit_card,3,8,11,19,2018,7,29,Sunday
delivered,3298.00,1,1,credit_card,3,17,11,28,2018,4,30,Monday
delivered,3514.00,1,1,boleto,2,14,8,22,2017,7,5,Wednseday
delivered,14458.00,2,1,credit_card,1,5,18,23,2018,6,10,Sunday
delivered,3384.00,1,1,boleto,3,13,31,44,2018,1,27,Saturday
delivered,29336.00,6,1,credit_card,2,6,9,15,2018,1,24,Wednseday
delivered,4441.00,2,1,credit_card,2,11,12,23,2017,4,22,Saturday
delivered,7711.00,1,1,boleto,5,14,10,24,2018,3,3,Saturday
delivered,26604.00,1,1,credit_card,1,5,21,26,2018,8,24,Friday
delivered,42527.00,6,1,credit_card,1,8,55,63,2017,11,8,Wednseday
delivered,18561.00,1,1,boleto,2,9,15,24,2017,3,11,Saturday
delivered,29211.00,1,1,credit_card,5,35,-16,19,2018,3,2,Friday
delivered,12334.00,1,1,credit_card,5,19,15,34,2017,4,27,Thursday
delivered,15622.00,1,1,boleto,5,18,5,23,2017,6,14,Wednseday
delivered,4524.00,4,1,credit_card,45,63,-45,18,2017,11,6,Monday
delivered,5859.00,5,1,credit_card,4,8,11,19,2018,4,6,Friday
delivered,9119.00,9,1,credit_card,1,6,13,19,2018,5,11,Friday
delivered,1480.00,1,2,credit_card,3,7,23,30,2018,1,8,Monday
delivered,19936.00,4,1,credit_card,2,10,13,23,2018,8,19,Sunday
delivered,14200.00,1,1,credit_card,1,6,9,15,2018,4,11,Wednseday
delivered,10528.00,1,1,boleto,19,29,-10,19,2017,11,24,Friday
delivered,5086.00,1,1,credit_card,3,23,-6,17,2018,3,11,Sunday
delivered,5996.00,2,1,credit_card,6,7,11,18,2018,4,12,Thursday
delivered,15341.00,1,1,credit_card,3,8,9,17,2018,8,3,Friday
delivered,67099.00,8,1,credit_card,2,3,15,18,2018,1,8,Monday
delivered,45039.00,9,1,credit_card,0,6,15,21,2018,5,11,Friday
delivered,9031.00,1,1,credit_card,8,22,10,32,2018,2,11,Sunday
delivered,6410.00,1,1,credit_card,1,8,10,18,2017,3,26,Sunday
delivered,7980.00,1,1,boleto,2,7,34,41,2018,4,25,Wednseday
delivered,7334.00,1,1,credit_card,5,19,21,40,2017,4,27,Thursday
delivered,8470.00,1,1,credit_card,1,8,19,27,2018,2,15,Thursday
delivered,16117.00,4,1,credit_card,5,11,17,28,2017,6,22,Thursday
delivered,27429.00,1,1,boleto,5,12,14,26,2017,7,19,Wednseday
delivered,15564.00,3,1,credit_card,1,4,25,29,2018,4,22,Sunday
delivered,10136.00,10,1,credit_card,2,5,21,26,2017,10,22,Sunday
delivered,29147.00,3,1,credit_card,3,8,19,27,2017,12,12,Tuesday
delivered,10253.00,2,1,credit_card,2,21,2,23,2017,11,29,Wednseday
delivered,11315.00,2,1,credit_card,5,10,37,47,2018,6,2,Saturday
delivered,1590.00,1,2,voucher,5,18,18,36,2017,6,18,Sunday
delivered,15946.00,10,1,credit_card,5,24,2,26,2018,3,10,Saturday
delivered,33885.00,4,1,credit_card,4,5,8,13,2018,3,15,Thursday
delivered,18901.00,1,1,credit_card,4,26,1,27,2018,1,4,Thursday
delivered,19834.00,1,1,voucher,1,3,22,25,2018,6,18,Monday
delivered,19543.00,8,1,credit_card,1,8,20,28,2018,7,19,Thursday
delivered,11825.00,3,1,credit_card,1,29,8,37,2018,1,8,Monday
delivered,17725.00,3,1,credit_card,1,21,10,31,2018,4,23,Monday
delivered,6682.00,1,1,boleto,1,8,16,24,2017,12,18,Monday
delivered,15438.00,3,1,credit_card,1,18,7,25,2017,8,14,Monday
delivered,15598.00,1,1,credit_card,3,14,26,40,2017,10,13,Friday
delivered,22696.00,3,1,credit_card,3,5,20,25,2018,8,12,Sunday
delivered,6337.00,1,1,debit_card,1,2,20,22,2017,6,4,Sunday
delivered,4713.00,1,1,credit_card,5,12,4,16,2017,11,11,Saturday
delivered,2379.00,1,2,voucher,1,3,5,8,2018,7,24,Tuesday
delivered,31913.00,1,1,boleto,0,7,32,39,2018,6,25,Monday
delivered,39837.00,10,1,credit_card,5,13,18,31,2017,9,1,Friday
delivered,7998.00,1,1,credit_card,4,6,22,28,2018,1,19,Friday
delivered,6241.00,1,1,credit_card,4,11,21,32,2018,6,9,Saturday
delivered,10084.00,2,1,credit_card,1,11,19,30,2017,11,26,Sunday
delivered,11685.00,5,1,credit_card,2,7,13,20,2017,8,15,Tuesday
