customer_state,seller_state,customer_city,seller_city,DENSE_RANK_CUSTOMER_SELLER_STATE
RJ,RS,duque de caxias,caxias do sul,339
RJ,SP,rio de janeiro,campinas,340
RJ,SP,sao pedro da aldeia,pirituba,341
RJ,PR,rio de janeiro,curitiba,342
RJ,SP,rio de janeiro,sao paulo,343
RJ,PR,niteroi,londrina,344
RJ,SP,volta redonda,sao paulo,345
RJ,SP,rio de janeiro,bauru,346
RJ,SP,rio de janeiro,ribeirao preto,347
RJ,SP,rio de janeiro,sao paulo,348
RJ,SC,rio de janeiro,joinville,349
RJ,SP,vassouras,sao paulo,350
RJ,DF,mage,gama,351
RJ,SP,rio de janeiro,sao paulo,352
RJ,SP,rio de janeiro,sao bernardo do campo,353
RJ,SP,rio de janeiro,ribeirao preto,354
RJ,RS,rio de janeiro,bento goncalves,355
RJ,SP,niteroi,sao bernardo do campo,356
RJ,SP,rio de janeiro,sao paulo,357
RJ,RJ,rio de janeiro,rio de janeiro,358
RJ,PR,campos dos goytacazes,pinhais,359
RJ,PE,mesquita,caruaru,360
RJ,PR,nova iguacu,curitiba,361
RJ,PR,cabo frio,apucarana,362
RJ,PR,niteroi,colombo,363
RJ,PR,rio de janeiro,curitiba,364
RJ,PR,duque de caxias,curitiba,365
RJ,SP,rio de janeiro,sao paulo,366
RJ,SP,rio de janeiro,sao paulo,367
RJ,PR,rio de janeiro,curitiba,368
RJ,RS,rio de janeiro,porto alegre,369
RJ,SP,rio de janeiro,sao paulo,370
RJ,DF,rio de janeiro,brasilia,371
RJ,SP,rio de janeiro,franca,372
RJ,SP,petropolis,sao paulo,373
RJ,SP,rio de janeiro,sao bernardo do campo,374
RJ,SP,rio de janeiro,santos,375
RJ,SP,rio de janeiro,lencois paulista,376
RJ,RS,macae,santa cruz do sul,377
RJ,SP,rio de janeiro,ibitinga,378
RJ,SP,rio de janeiro,sao paulo,379
RJ,RJ,araruama,rio de janeiro,380
RJ,SP,rio bonito,presidente prudente,381
RJ,PR,barra mansa,fazenda rio grande,382
RJ,DF,rio de janeiro,brasilia,383
RJ,SP,rio de janeiro,sao paulo,384
RJ,SP,rio de janeiro,americana,385
RJ,GO,rio de janeiro,rio verde,386
RJ,SP,sao goncalo,sao paulo,387
RJ,SC,rio de janeiro,itajai,388
RJ,SP,niteroi,bofete,389
RJ,SP,petropolis,ribeirao preto,390
RJ,SC,teresopolis,picarras,391
RJ,ES,rio de janeiro,vitoria,392
RJ,SP,resende,sao paulo,393
RJ,SP,cantagalo,sao paulo,394
RJ,PR,rio de janeiro,curitiba,395
RJ,PR,volta redonda,curitiba,396
RJ,RJ,rio de janeiro,rio de janeiro,397
RJ,SP,rio de janeiro,ibitinga,398
RJ,SP,rio de janeiro,pedreira,399
RJ,SP,niteroi,sao paulo,400
RJ,PR,rio de janeiro,rolandia,401
RJ,MG,rio de janeiro,pocos de caldas,402
RJ,PE,volta redonda,recife,403
RJ,MG,rio de janeiro,montes claros,404
RJ,SP,sao goncalo,sao paulo,405
RJ,DF,teresopolis,brasilia,406
RJ,MG,rio de janeiro,jacutinga,407
RJ,SP,arraial do cabo,valinhos,408
RJ,SP,rio de janeiro,ibitinga,409
RJ,PR,rio de janeiro,curitiba,410
RJ,GO,rio de janeiro,goiania,411
RJ,SP,teresopolis,araraquara,412
RJ,RJ,niteroi,petropolis,413
RJ,SC,rio de janeiro,palhoca,414
RN,SP,natal,santos,1
RN,SP,alto do rodrigues,sao paulo,2
RN,DF,natal,brasilia,3
RN,SP,natal,sao paulo,4
RN,DF,goianinha,brasilia,5
RN,SP,mossoro,sao paulo,6
RN,SP,jucurutu,araraquara,7
RN,SP,natal,sao paulo,8
RN,MG,jardim do serido,pocos de caldas,9
RN,SP,serra de sao bento,sao paulo,10
RN,SP,natal,amparo,11
RN,SP,apodi,ribeirao preto,12
RN,SC,natal,sao bento do sul,13
RN,SP,natal,itaquaquecetuba,14
RO,SP,espigao do oeste,mirassol,1
RO,SP,porto velho,garca,2
RO,SP,porto velho,indaiatuba,3
RO,SP,cerejeiras,limeira,4
RO,SP,porto velho,sao paulo,5
RO,SC,vilhena,navegantes,6
RR,SP,boa vista,sao paulo,1
RS,SP,ijui,sao paulo,1
RS,SP,novo hamburgo,sao paulo,2
RS,SC,colorado,imbituba,3
RS,DF,frederico westphalen,brasilia,4
RS,RS,porto alegre,tres de maio,5
RS,SC,passo fundo,joinville,6
RS,SP,sao leopoldo,ibitinga,7
RS,SP,flores da cunha,sao paulo,8
RS,SP,rio grande,sao paulo,9
RS,SP,gravatai,sao paulo,10
RS,SP,gravatai,ribeirao preto,11
RS,PB,pelotas,campina grande,12
RS,SP,guaiba,sao paulo,13
RS,SP,roca sales,salto,14
RS,MG,esteio,uba,15
RS,SP,caxias do sul,sao jose do rio preto,16
RS,SP,sao leopoldo,sao jose do rio preto,17
RS,SC,gravatai,joinville,18
RS,SC,porto alegre,brusque,19
RS,SC,pelotas,joinville,20
RS,RJ,nova prata,rio de janeiro,21
RS,SP,venancio aires,sao paulo,22
RS,GO,nova prata,goiania,23
RS,PR,osvaldo kroeff,apucarana,24
RS,SP,porto alegre,taboao da serra,25
RS,SP,santa maria,birigui,26
RS,SP,alvorada,ribeirao preto,27
RS,SP,gramado,sao paulo,28
RS,SP,tapejara,sao paulo,29
RS,RS,santiago,porto alegre,30
RS,SP,porto alegre,porto ferreira,31
RS,SP,caxias do sul,araraquara,32
RS,SP,rosario do sul,santo andre,33
RS,SP,lajeado,santos,34
RS,SP,viamao,sao jose do rio pardo,35
RS,SP,sao luiz gonzaga,sao paulo,36
RS,PR,canoas,colombo,37
RS,SP,sapiranga,sao paulo,38
RS,PI,caxias do sul,teresina,39
RS,PR,esteio,japira,40
RS,MG,ijui,juiz de fora,41
RS,MG,uruguaiana,arinos,42
RS,SP,capao da canoa,sao paulo,43
RS,MG,osorio,divisa nova,44
RS,SP,canoas,sao caetano do sul,45
RS,MG,passo fundo,formiga,46
RS,SP,rio grande,sao paulo,47
RS,SP,porto alegre,sao paulo,48
RS,SP,porto alegre,sao paulo,49
RS,PR,novo hamburgo,curitiba,50
RS,SP,tres coroas,sao paulo,51
RS,SP,pelotas,sao paulo,52
RS,MG,flores da cunha,belo horizonte,53
RS,SP,bage,sao bernardo do campo,54
RS,SP,guapore,sao paulo,55
RS,RS,cachoeirinha,caxias do sul,56
RS,PR,santa clara do sul,maringa,57
RS,SP,porto alegre,sp,58
RS,SP,bage,sao paulo,59
RS,SP,porto alegre,sao paulo,60
RS,SC,venancio aires,tubarao,61
RS,SP,dona francisca,guarulhos,62
RS,SP,porto alegre,cotia,63
RS,MG,canoas,belo horizonte,64
RS,MG,caxias do sul,alfenas,65
RS,SC,sapiranga,balneario camboriu,66
RS,SC,porto alegre,florianopolis,67
RS,PR,porto alegre,curitiba,68
RS,SP,charqueadas,franco da rocha,69
RS,SP,santiago,sao paulo,70
RS,RS,dois irmaos,pelotas,71
RS,SP,serafina correa,tiete,72
RS,SP,porto alegre,sao paulo,73
RS,MG,bento goncalves,contagem,74
RS,MG,porto alegre,araxa,75
RS,SC,santa maria do herval,canoinhas,76
RS,SC,sao gabriel,criciuma,77
RS,PR,porto alegre,ponta grossa,78
RS,MG,porto alegre,divinopolis,79
RS,RJ,porto alegre,rio de janeiro,80
RS,SP,porto alegre,vera cruz,81
RS,SP,porto alegre,sao caetano do sul,82
RS,SP,porto xavier,salto,83
RS,SP,ijui,valinhos,84
RS,SP,barao de cotegipe,mogi das cruzes,85
RS,RJ,santa maria,rio de janeiro,86
RS,SP,arroio dos ratos,sao paulo,87
RS,SP,sao lourenco do sul,sao paulo,88
RS,SP,sao leopoldo,ibitinga,89
RS,PR,santo angelo,curitiba,90
RS,PR,rio grande,apucarana,91
RS,SP,santa maria,sao paulo,92
RS,PR,santo antonio da patrulha,curitiba,93
RS,SP,sao vendelino,mairinque,94
RS,SP,pinto bandeira,sando andre,95
RS,SP,bento goncalves,sao paulo,96
RS,SP,ijui,ibitinga,97
RS,RS,erechim,portao,98
RS,SP,porto alegre,sao paulo,99
RS,SP,caxias do sul,carapicuiba,100
RS,SP,imbe,sao paulo,101
RS,SP,porto alegre,sao paulo,102
RS,SP,rio grande,sbc,103
RS,SC,serio,pinhalzinho,104
RS,SP,tramandai,santo andre,105
RS,SP,santa vitoria do palmar,piracicaba,106
RS,SP,cachoeirinha,sao paulo,107
RS,SP,canoas,sao paulo,108
RS,SP,sao gabriel,sorocaba,109
RS,SP,taquara,guarulhos,110
RS,PR,passo fundo,curitiba,111
RS,SP,estrela,bauru,112
RS,SP,gravatai,sao paulo,113
RS,SP,porto alegre,bauru,114
RS,RJ,charqueadas,barra mansa,115
RS,SP,nao-me-toque,sao paulo,116
RS,SP,sao leopoldo,sao paulo,117
RS,SP,porto alegre,pompeia,118
RS,SP,porto alegre,engenheiro coelho,119
RS,PR,canoas,parana,120
RS,SC,palmitinho,indaial,121
RS,SP,caxias do sul,paulinia,122
RS,MG,novo hamburgo,contagem,123
RS,SP,morro reuter,piracicaba,124
RS,SP,porto alegre,macatuba,125
RS,SP,esteio,indaiatuba,126
RS,SP,sananduva,guaruja,127
RS,SP,porto alegre,santo andre,128
RS,SP,porto alegre,socorro,129
RS,SP,julio de castilhos,sao paulo,130
RS,SP,sao leopoldo,cajamar,131
RS,SP,sao gabriel,santa barbara D'Oeste,132
RS,SP,formigueiro,sao paulo,133
RS,RJ,estancia velha,rio de janeiro,134
RS,SP,porto alegre,sao paulo,135
RS,MG,bage,belo horizonte,136
RS,MG,santa maria,uberlandia,137
RS,PR,alegrete,maringa,138
RS,RS,santiago,canoas,139
RS,SP,caxias do sul,santa rosa de viterbo,140
RS,SP,sao jeronimo,ribeirao preto,141
RS,SC,novo hamburgo,curitibanos,142
RS,SP,sao lourenco do sul,guarulhos,143
RS,SP,panambi,guarulhos,144
RS,MG,porto alegre,araguari,145
RS,SP,bom principio,guaruja,146
RS,SP,rosario do sul,ribeirao preto,147
RS,SP,porto alegre,lorena,148
RS,SP,sao gabriel,itaquaquecetuba,149
RS,SP,santa maria,bauru,150
RS,SP,porto alegre,jundiai,151
RS,SP,pelotas,marilia,152
RS,PR,dom feliciano,campo mourao,153
RS,SP,porto alegre,sao paulo,154
RS,RS,porto alegre,novo hamburgo,155
RS,SP,aguas claras,sao paulo,156
RS,PR,gravatai,maringa,157
RS,SP,soledade,sao paulo,158
RS,SP,santo angelo,sorocaba,159
RS,SP,porto alegre,sao paulo,160
RS,SP,ijui,cajamar,161
RS,SP,santa maria,santo andre,162
RS,RJ,porto alegre,marica,163
RS,SP,porto alegre,presidente prudente,164
RS,PR,novo hamburgo,cascavel,165
RS,MG,caxias do sul,ribeirao das neves,166
RS,MG,porto alegre,pouso alegre,167
RS,RS,alegrete,porto alegre,168
RS,SP,porto alegre,sao paulo,169
RS,PR,cachoeirinha,palotina,170
RS,MG,porto alegre,claudio,171
RS,RS,sao sebastiao do cai,pelotas,172
SC,MG,agronomica,belo horizonte,1
SC,SP,chapeco,sao paulo,2
SC,PR,porto uniao,sao jose dos pinhais,3
SC,SP,florianopolis,barueri,4
SC,SP,florianopolis,sao paulo,5
SC,RJ,blumenau,rio de janeiro,6
SC,RJ,faxinal dos guedes,itaborai,7
SC,SP,joinville,sao paulo,8
SC,PR,sao miguel do oeste,formosa do oeste,9
SC,RS,urussanga,arvorezinha,10
SC,GO,sao jose,uruacu,11
SC,SP,criciuma,bauru,12
SC,SC,irineopolis,jaragua do sul,13
SC,SP,forquilhinha,sao paulo,14
SC,SP,imbituba,sao paulo,15
SC,PR,mafra,colombo,16
SC,RJ,joinville,mesquita,17
SC,PR,florianopolis,cascavel,18
SC,SP,florianopolis,sao paulo,19
SC,SP,florianopolis,jundiai,20
SC,RJ,araquari,rio de janeiro,21
SC,SP,florianopolis,sao paulo,22
SC,PR,tubarao,curitiba,23
SC,SP,florianopolis,marilia,24
SC,SP,aurora,sao paulo,25
SC,BA,imbuia,bahia,26
SC,SP,garopaba,sao paulo,27
SC,PR,sao jose,curitiba,28
SC,SP,criciuma,ribeirao preto,29
SC,SP,timbo,sao jose do rio preto,30
SC,RJ,florianopolis,sao goncalo,31
SC,SP,sao pedro de alcantara,sao paulo,32
SC,SP,ibiam,sao jose do rio preto,33
SC,SP,blumenau,osvaldo cruz,34
SC,CE,benedito novo,mucambo,35
SC,SP,criciuma,santo andre,36
SC,SP,tubarao,sao paulo,37
SC,RJ,chapeco,rio de janeiro,38
SC,MG,joinville,tres coracoes,39
SC,SP,apiuna,franca,40
SC,SP,joinville,sorocaba,41
SC,SP,sao bento do sul,santos,42
SC,SP,itajai,santana de parnaiba,43
SC,SP,florianopolis,diadema,44
SC,RJ,rio negrinho,volta redonda,45
SC,SP,ituporanga,aruja,46
SC,GO,florianopolis,goiania,47
SC,SP,itajai,indaiatuba,48
SC,SP,lages,sao roque,49
SC,SP,videira,santo andre,50
SC,SP,joinville,amparo,51
SC,SP,pomerode,carapicuiba,52
SC,PR,seara,mandaguari,53
SC,SP,jaragua do sul,sao jose do rio preto,54
SC,CE,joinville,fortaleza,55
SC,SP,criciuma,sao paulo,56
SC,MG,santa rosa de lima,belo horizonte,57
SC,PR,anita garibaldi,londrina,58
SC,SP,tubarao,jaguariuna,59
SC,SP,canoinhas,sao paulo,60
SC,SP,joacaba,guarulhos,61
SC,SP,florianopolis,guarulhos,62
SC,MG,joinville,belo horizonte,63
SC,SP,palhoca,ibitinga,64
SC,MG,monte castelo,belo horizonte,65
SC,SP,sao joao batista,marapoama,66
SC,SP,florianopolis,sao carlos,67
SC,SP,sao bento do sul,limeira,68
SC,SP,morro da fumaca,guarulhos,69
SC,CE,florianopolis,fortaleza,70
SC,SP,fraiburgo,sao paulo,71
SC,SP,faxinal dos guedes,sao vicente,72
SC,RS,tubarao,canoas,73
SC,SP,florianopolis,sao bernardo do campo,74
SC,SP,bombinhas,barueri,75
SC,SP,rio das antas,sao paulo,76
SC,SP,ituporanga,sao paulo,77
SC,SP,criciuma,santos,78
SC,SP,itapiranga,santa barbara d'oeste,79
SC,SP,jaragua do sul,sao paulo,80
SC,SP,indaial,sao paulo,81
SC,PR,criciuma,campo magro,82
SC,SP,fraiburgo,sao paulo,83
SC,MG,brusque,claudio,84
SC,MG,rio negrinho,belo horizonte,85
SC,RS,jaragua do sul,paraiso do sul,86
SC,PR,sao jose,toledo,87
SC,PR,joinville,curitiba,88
SC,SP,florianopolis,carapicuiba,89
SC,SP,pinhalzinho,sao jose do rio preto,90
SC,SP,ituporanga,guarulhos,91
SC,SP,lages,ibitinga,92
SC,SP,palhoca,sao paulo,93
SC,SC,governador celso ramos,jaguaruna,94
SC,SP,nova veneza,birigui,95
SC,MG,blumenau,patos de minas,96
SC,RJ,porto uniao,rio de janeiro,97
SC,RS,laguna,porto alegre,98
SC,SP,orleans,sao paulo,99
SC,SP,joinville,laranjal paulista,100
SC,SP,jaragua do sul,sao paulo,101
SC,SP,florianopolis,sao paulo,102
SC,SP,anita garibaldi,presidente prudente,103
SC,PR,florianopolis,cambe,104
SC,SP,sao lourenco do oeste,sao paulo,105
SC,SP,itaiopolis,sao paulo,106
SC,PR,itajai,apucarana,107
SC,PR,florianopolis,maringa,108
SC,RJ,florianopolis,rio de janeiro,109
SC,SC,chapeco,brusque,110
SC,SP,itajai,jau,111
SC,SP,sao jose,sorocaba,112
SC,PR,urussanga,castro,113
SC,SP,florianopolis,franca,114
SC,MG,armazem,belo horizonte,115
SC,SC,tubarao,jaragua do sul,116
SC,RJ,lages,rio de janeiro,117
SC,SP,blumenau,jacarei,118
SC,SP,blumenau,diadema,119
SC,SP,sao jose do cerrito,sao jose do rio preto,120
SE,SP,aracaju,ribeirao preto,1
SE,SP,aquidaba,pilar do sul,2
SE,SP,aracaju,sao paulo,3
SE,PR,aracaju,curitiba,4
SE,MG,aracaju,formiga,5
SE,SP,aracaju,sao paulo,6
SE,SP,aracaju,sao paulo,7
SE,RS,aracaju,venancio aires,8
SE,SP,aracaju,sao paulo,9
SE,SP,aracaju,sao jose do rio preto,10
SE,SP,aracaju,assis,11
SE,RJ,aracaju,niteroi,12
SE,SP,aracaju,boituva,13
SE,SP,indiaroba,sao paulo,14
SE,SP,aracaju,sao paulo,15
SP,SP,osasco,campinas,1
SP,SP,sao paulo,braganca paulista,2
SP,RJ,valinhos,rio de janeiro,3
SP,GO,sao paulo,anapolis,4
SP,SP,sao paulo,itirapina,5
SP,SC,campinas,tubarao,6
SP,BA,jacarei,lauro de freitas,7
SP,BA,piracaia,porto seguro,8
SP,SP,sao paulo,guaruja,9
SP,SP,sao paulo,sao paulo,10
SP,PR,sao paulo,arapongas,11
SP,SP,sao paulo,sao bernardo do campo,12
SP,SP,ibiuna,sao paulo,13
SP,PR,campinas,curitiba,14
SP,SP,sao paulo,sao paulo,15
SP,SC,sao jose dos campos,garopaba,16
SP,SP,santo andre,tupa,17
SP,SP,pirassununga,guarulhos,18
SP,PR,sao paulo,sao jose dos pinhais,19
SP,SP,sao paulo,sao paulo,20
SP,SP,guaruja,sao paulo,21
SP,DF,cotia,brasilia,22
SP,DF,sao paulo,brasilia,23
SP,SP,campos do jordao,piracicaba,24
SP,MG,jacarei,congonhal,25
SP,MG,itupeva,belo horizonte,26
SP,SP,sao paulo,osasco,27
SP,SP,aguai,valinhos,28
SP,SC,biritiba-mirim,joinville,29
SP,RJ,sao paulo,petropolis,30
SP,RS,campinas,santo antonio da patrulha,31
SP,PR,jandira,ponta grossa,32
SP,SP,salto,santana de parnaiba,33
SP,SP,carapicuiba,santo andre,34
SP,SP,pontal,sao carlos,35
SP,SP,jandira,sao paulo,36
SP,MG,laranjal paulista,contagem,37
SP,SC,sao jose dos campos,jaragua do sul,38
SP,SP,maua,ibitinga,39
SP,SP,taubate,catanduva,40
SP,SP,sao paulo,ribeirao pires,41
SP,SP,jau,cotia,42
SP,SC,guarulhos,rio do sul,43
SP,SP,sorocaba,sorocaba,44
SP,RJ,campinas,rio de janeiro,45
SP,SP,cacapava,sao paulo,46
SP,SP,paulinia,sao paulo,47
SP,SP,guaira,sao paulo,48
SP,SP,sao paulo,araraquara,49
SP,SP,sao paulo,rio claro,50
SP,RN,sao paulo,rio de janeiro,51
SP,SP,sao paulo,sao paulo,52
SP,SP,sao paulo,nhandeara,53
SP,SP,sao paulo,sao paulo,54
SP,SP,taubate,sao carlos,55
SP,SP,ribeirao preto,sao paulo,56
SP,RJ,guarulhos,rio de janeiro,57
SP,RJ,ibitinga,rio de janeiro,58
SP,SP,iguape,santos,59
SP,PR,campinas,curitiba,60
SP,SP,sao paulo,franca,61
SP,PR,sao paulo,curitiba,62
SP,BA,jundiai,salvador,63
SP,SP,ribeirao preto,diadema,64
SP,SP,maua,lencois paulista,65
SP,SP,bom jesus dos perdoes,guarulhos,66
SP,SP,guarulhos,carapicuiba,67
SP,SP,serrana,sao paulo,68
SP,SP,sao paulo,sao paulo,69
SP,SP,sao paulo,sao paulo,70
SP,SP,guarulhos,sao paulo,71
SP,MG,francisco morato,belo horizonte,72
SP,SP,sao jose dos campos,sao paulo,73
SP,SP,sao paulo,limeira,74
SP,MG,diadema,claudio,75
SP,SP,sao paulo,osvaldo cruz,76
SP,SP,sao paulo,carapicuiba,77
SP,SP,carapicuiba,osasco,78
SP,MT,sao paulo,jaciara,79
SP,SP,embu das artes,guarulhos,80
SP,SP,guarulhos,ferraz de  vasconcelos,81
SP,SP,potirendaba,mirandopolis,82
SP,SP,sao paulo,jacarei,83
SP,SP,sao paulo,itu,84
SP,SC,osasco,videira,85
SP,SP,sorocaba,itapecerica da serra,86
SP,PB,osasco,mamanguape,87
SP,MG,candido mota,ponte nova,88
SP,GO,sao paulo,goiania,89
SP,SP,sao paulo,sao paulo,90
SP,SP,guarulhos,sao paulo,91
SP,RS,sao paulo,caxias do sul,92
SP,SP,sao paulo,sao bernardo do campo,93
SP,RJ,sao paulo,resende,94
SP,SP,campinas,sao paulo,95
SP,SP,sao paulo,sao paulo,96
SP,SC,sao paulo,florianopolis,97
SP,SP,guarulhos,sorocaba,98
SP,SP,sao paulo,sorocaba,99
SP,SP,sao paulo,maua,100
SP,SP,americana,bauru,101
SP,MG,olimpia,belo horizonte,102
SP,MG,francisco morato,caratinga,103
SP,SP,sao paulo,cafelandia,104
SP,SC,taboao da serra,sao ludgero,105
SP,SP,campinas,sao bernardo do campo,106
SP,SP,sao paulo,sao paulo,107
SP,SP,taubate,porto ferreira,108
SP,RS,sao paulo,tres coroas,109
SP,SP,ribeirao preto,santo andre,110
SP,SP,guarulhos,sao paulo,111
SP,SP,campinas,osasco,112
SP,MG,sao paulo,claudio,113
SP,SP,santos,laranjal paulista,114
SP,SP,mogi das cruzes,sao paulo,115
SP,SP,sao bernardo do campo,americana,116
SP,SP,sao bernardo do campo,sao paulo,117
SP,SP,sao paulo,sao paulo,118
SP,SP,sao paulo,guarulhos,119
SP,SP,ribeirao preto,penapolis,120
SP,SP,santo andre,vicente de carvalho,121
SP,PR,sao paulo,londrina,122
SP,SC,sao bernardo do campo,florianopolis,123
SP,SP,guarulhos,sao paulo,124
SP,PR,santos,fazenda rio grande,125
SP,SP,osasco,sao paulo,126
SP,RJ,campinas,rio de janeiro,127
SP,PR,santos,curitiba,128
SP,SP,diadema,sao paulo,129
SP,PR,jundiai,curitiba,130
SP,SP,sao jose dos campos,bauru,131
SP,SP,serra negra,santos,132
SP,SP,sao paulo,marechal candido rondon,133
SP,SP,itapevi,mogi das cruzes,134
SP,RS,bebedouro,porto alegre,135
SP,SP,sao paulo,sao paulo,136
SP,SP,tatui,sao paulo,137
SP,PR,guarulhos,curitiba,138
SP,SP,sao paulo,sao paulo,139
SP,SP,sao paulo,cotia,140
SP,SP,sao paulo,limeira,141
SP,SP,sao paulo,ibitinga,142
SP,SP,santa rita do passa quatro,sao paulo,143
SP,SC,sao paulo,concordia,144
SP,SP,sao paulo,sao paulo,145
SP,SP,jundiai,sao paulo,146
SP,GO,osasco,goiania,147
SP,MG,santos,santa rita do sapucai,148
SP,PR,diadema,curitiba,149
SP,RJ,ribeirao pires,nilopolis,150
SP,SP,sao paulo,pompeia,151
SP,SP,sao roque,mogi guacu,152
SP,SP,limeira,franca,153
SP,SP,sao paulo,rio de janeiro,154
SP,SC,caraguatatuba,luiz alves,155
SP,SP,sao jose do rio preto,osasco,156
SP,SC,campinas,criciuma,157
SP,SP,sao paulo,santana de parnaiba,158
SP,SP,guarulhos,sao paulo,159
SP,SP,barueri,guarulhos,160
SP,SP,embu das artes,limeira,161
SP,SC,sao paulo,blumenau,162
SP,MG,aracatuba,belo horizonte,163
SP,SP,santo andre,jales,164
SP,SP,sao paulo,sao paulo,165
SP,SP,sao paulo,sao paulo,166
SP,SP,campinas,sao paulo,167
SP,SP,itapui,franca,168
SP,SP,sao jose do rio preto,ribeirao pires,169
SP,SP,santos,sao paulo,170
SP,SP,barretos,sao carlos,171
SP,SP,sao paulo,ribeirao pires,172
SP,PR,vinhedo,londrina,173
SP,SP,campinas,taubate,174
SP,PR,sao paulo,cascavael,175
SP,SC,salto,sao jose,176
SP,RJ,bertioga,paraiba do sul,177
SP,MG,rio das pedras,passos,178
SP,PR,sao paulo,francisco beltrao,179
SP,GO,sao paulo,uruacu,180
SP,RJ,sao paulo,rio de janeiro,181
SP,SC,sao jose do rio preto,porto belo,182
SP,SP,mogi das cruzes,campinas,183
SP,SP,lorena,sao paulo,184
SP,SP,santo andre,marilia,185
SP,SC,santos,icara,186
SP,RS,sao paulo,lajeado,187
SP,SP,jundiai,santo andre,188
SP,SP,sao bernardo do campo,maua,189
SP,MG,sao paulo,claudio,190
SP,RS,piracicaba,campo bom,191
SP,SP,sao paulo,sao paulo,192
SP,SP,taboao da serra,monte alto,193
SP,SP,ilhabela,sao paulo,194
SP,SP,sao paulo,fernandopolis,195
SP,SC,vinhedo,blumenau,196
SP,SP,pindamonhangaba,guarulhos,197
SP,MG,caieiras,belo horizonte,198
SP,SC,embu das artes,brusque,199
SP,SP,santo anastacio,poa,200
SP,SP,francisco morato,sao paulo,201
SP,PR,registro,curitiba,202
SP,SP,bauru,itu,203
SP,SC,presidente prudente,joinville,204
SP,PR,aruja,curitiba,205
SP,PR,sao paulo,londrina,206
SP,MG,santa barbara d'oeste,sete lagoas,207
SP,SP,sao paulo,mogi das cruzes,208
SP,CE,sao paulo,fortaleza,209
SP,SP,osasco,cordeiropolis,210
SP,MG,sao vicente,uberlandia,211
SP,GO,sao paulo,anapolis,212
SP,RJ,jundiai,rio de janeiro,213
SP,SP,sao paulo,sao paulo,214
SP,SP,terra roxa,piracicaba,215
SP,PR,americana,arapongas,216
SP,SP,sao paulo,volta redonda,217
SP,SC,sao paulo,blumenau,218
SP,RJ,santo andre,rio de janeiro,219
SP,PR,osasco,curitiba,220
SP,GO,ribeirao preto,goiania,221
SP,SP,sao jose dos campos,sorocaba,222
SP,SP,sao paulo,campinas,223
SP,SC,taboao da serra,garuva,224
SP,MG,cotia,bonfinopolis de minas,225
SP,SP,sao carlos,catanduva,226
SP,RJ,sao paulo,rio de janeiro,227
SP,SP,barueri,artur nogueira,228
SP,SP,sao paulo,santos,229
SP,SP,piracicaba,sao paulo,230
SP,MG,sao paulo,belo horizonte,231
SP,PB,sao paulo,joao pessoa,232
SP,SC,sao paulo,araquari,233
SP,SP,sao paulo,belo horizonte,234
SP,RS,sao paulo,novo hamburgo,235
SP,PR,ribeirao preto,ponta grossa,236
SP,SC,poa,joinville,237
SP,SP,taubate,jaci,238
SP,SP,sao paulo,sumare,239
SP,SP,sao paulo,maua,240
SP,PR,santos,guaira,241
SP,ES,bocaina,cachoeiro de itapemirim,242
SP,SP,sorocaba,serrana,243
SP,PR,sao paulo,rolandia,244
SP,SP,sao paulo,sao paulo,245
SP,SP,suzano,sao paulo,246
SP,PR,sao paulo,sao  jose dos pinhais,247
SP,SP,santo andre,boituva,248
SP,SP,americana,sao paulo,249
SP,SP,sao paulo,sao paulo,250
SP,SP,sao paulo,sao paulo,251
SP,SP,holambra,mairipora,252
SP,SP,sao paulo,sao paulo,253
SP,SP,bauru,campinas,254
SP,MG,carapicuiba,pocos de caldas,255
SP,PR,sao paulo,curitiba,256
SP,SC,taboao da serra,jaguaruna,257
SP,PR,sao paulo,arapongas,258
SP,SP,sao paulo,vila velha,259
SP,SC,sao paulo,joinville,260
SP,MG,americana,juiz de fora,261
SP,MG,sao roque,fronteira,262
SP,PR,sao paulo,maringa,263
SP,SP,bauru,sao paulo,264
SP,ES,sao paulo,cariacica,265
SP,PR,ribeirao preto,colombo,266
SP,SP,iguape,rio claro,267
SP,SP,mirassol,ibitinga,268
SP,PR,sao paulo,curitiba,269
SP,PR,sao paulo,londrina,270
SP,MG,ribeirao preto,montes claros,271
SP,SP,diadema,sao paulo,272
SP,SP,sao paulo,sao bernardo do campo,273
SP,SP,sao paulo,guarulhos,274
SP,RS,sao paulo,canoas,275
SP,SP,santo andre,sao paulo,276
SP,RJ,itapevi,rio de janeiro,277
SP,PR,sao paulo,curitiba,278
SP,RO,sao paulo,porto velho,279
SP,BA,sao paulo,salvador,280
SP,MG,santos,contagem,281
SP,PR,sao paulo,pato branco,282
SP,SP,araraquara,ribeirao preto,283
SP,SP,sao paulo,presidente prudente,284
SP,SP,sao paulo,mogi das cruzes,285
SP,SP,sao paulo,sao jose do rio preto,286
SP,SP,taquaritinga,sao paulo,287
SP,SP,sao bernardo do campo,sao paulo,288
SP,SP,jales,sao jose do rio preto,289
SP,SP,bariri,sao paulo,290
SP,SP,sao carlos,sao paulo,291
SP,RJ,caieiras,bom jardim,292
SP,SP,santo andre,ibitinga,293
SP,SP,ourinhos,sao paulo,294
SP,SP,santa cruz do rio pardo,sao paulo,295
SP,SP,guarulhos,presidente prudente,296
