TIME_TO_CARRY,TIME_TO_DELIVER_ORDER,COMPARE_ESTIMATED_TO_DELIVERED_TIME,ESTIMATED_TIME_TO_DELIVERY,ORDER_PURCHASE_YEAR,ORDER_PURCHASE_MONTH,ORDER_PURCHASE_DAY,ORDER_PURCHASE_WEEKDAY
4,9,6,15,2018,5,10,Thursday
1,14,8,22,2017,10,23,Monday
2,7,15,22,2018,3,13,Tuesday
4,5,8,13,2017,6,1,Thursday
8,46,-8,38,2017,11,27,Monday
8,10,8,18,2017,10,9,Monday
5,30,4,34,2018,4,12,Thursday
1,2,14,16,2017,11,29,Wednseday
1,9,18,27,2018,5,9,Wednseday
3,14,34,48,2018,6,1,Friday
4,25,-6,19,2017,11,23,Thursday
5,7,4,11,2018,8,16,Thursday
2,4,8,12,2018,3,25,Sunday
1,8,21,29,2018,7,30,Monday
4,11,12,23,2017,8,26,Saturday
35,43,-2,41,2017,1,12,Thursday
1,8,20,28,2018,7,18,Wednseday
6,14,6,20,2017,11,25,Saturday
1,3,13,16,2018,2,5,Monday
3,22,13,35,2018,4,4,Wednseday
1,15,13,28,2018,4,5,Thursday
2,6,14,20,2017,3,28,Tuesday
7,13,13,26,2018,4,12,Thursday
2,21,8,29,2018,2,12,Monday
1,9,14,23,2017,5,29,Monday
3,36,-13,23,2017,9,12,Tuesday
2,14,17,31,2018,3,13,Tuesday
3,9,24,33,2018,6,16,Saturday
4,5,21,26,2017,9,7,Thursday
3,14,10,24,2017,11,11,Saturday
1,9,13,22,2017,3,29,Wednseday
1,7,10,17,2017,3,27,Monday
1,13,10,23,2017,10,4,Wednseday
1,8,24,32,2018,1,28,Sunday
1,7,15,22,2018,7,5,Thursday
1,3,23,26,2018,6,17,Sunday
4,32,5,37,2018,4,14,Saturday
8,15,9,24,2018,4,29,Sunday
12,19,4,23,2017,6,18,Sunday
2,5,11,16,2017,11,12,Sunday
0,7,15,22,2018,6,19,Tuesday
2,20,8,28,2018,4,25,Wednseday
1,15,13,28,2017,7,20,Thursday
4,6,14,20,2017,8,11,Friday
1,14,2,16,2017,9,18,Monday
1,44,-10,34,2018,5,2,Wednseday
0,11,16,27,2018,6,14,Thursday
1,16,12,28,2018,2,19,Monday
12,30,7,37,2017,4,12,Wednseday
5,6,-1,5,2018,8,3,Friday
3,17,11,28,2018,4,6,Friday
5,11,10,21,2017,6,2,Friday
1,8,13,21,2017,9,5,Tuesday
3,12,7,19,2018,8,3,Friday
2,14,7,21,2017,11,14,Tuesday
1,11,38,49,2017,2,6,Monday
0,3,9,12,2017,9,15,Friday
3,7,15,22,2018,4,18,Wednseday
8,15,-2,13,2017,8,31,Thursday
4,14,13,27,2017,11,10,Friday
2,14,17,31,2017,6,5,Monday
2,8,35,43,2017,2,6,Monday
0,9,16,25,2018,1,15,Monday
3,10,9,19,2017,3,10,Friday
0,13,23,36,2018,2,8,Thursday
5,17,13,30,2017,4,22,Saturday
7,8,1,9,2018,8,21,Tuesday
2,9,8,17,2017,8,22,Tuesday
1,8,18,26,2017,4,19,Wednseday
10,25,26,51,2018,1,27,Saturday
2,4,12,16,2018,5,20,Sunday
0,1,10,11,2017,8,21,Monday
5,14,11,25,2018,1,25,Thursday
2,17,10,27,2018,3,20,Tuesday
3,8,6,14,2018,7,31,Tuesday
2,72,-60,12,2017,9,13,Wednseday
8,23,0,23,2018,2,21,Wednseday
9,26,6,32,2017,12,25,Monday
7,44,-17,27,2018,2,20,Tuesday
5,13,9,22,2017,9,13,Wednseday
3,14,8,22,2017,8,8,Tuesday
3,47,-28,19,2017,11,18,Saturday
0,5,20,25,2018,7,20,Friday
1,12,32,44,2017,2,12,Sunday
1,12,13,25,2017,12,3,Sunday
6,16,10,26,2018,8,1,Wednseday
3,9,16,25,2017,10,1,Sunday
6,19,7,26,2018,2,8,Thursday
6,11,8,19,2017,9,1,Friday
2,9,21,30,2018,6,25,Monday
2,7,15,22,2018,4,5,Thursday
1,18,10,28,2017,9,21,Thursday
3,10,15,25,2017,11,18,Saturday
7,8,4,12,2017,10,18,Wednseday
5,12,14,26,2017,7,12,Wednseday
2,5,11,16,2018,5,23,Wednseday
2,18,7,25,2017,8,19,Saturday
5,7,7,14,2017,6,9,Friday
2,11,15,26,2018,1,13,Saturday
2,10,13,23,2018,1,30,Tuesday
2,7,21,28,2018,3,27,Tuesday
4,38,-2,36,2017,8,6,Sunday
7,25,3,28,2018,3,22,Thursday
1,11,14,25,2017,6,15,Thursday
2,6,8,14,2018,2,19,Monday
2,7,20,27,2017,9,26,Tuesday
1,2,8,10,2018,6,19,Tuesday
2,8,5,13,2018,3,21,Wednseday
1,8,21,29,2017,12,13,Wednseday
1,11,12,23,2017,6,5,Monday
3,17,9,26,2017,8,27,Sunday
5,11,23,34,2018,6,22,Friday
2,9,17,26,2018,4,18,Wednseday
1,17,14,31,2018,6,4,Monday
2,6,18,24,2018,8,18,Saturday
0,1,11,12,2018,3,14,Wednseday
1,11,33,44,2017,12,17,Sunday
3,5,12,17,2018,8,24,Friday
2,11,21,32,2017,12,16,Saturday
2,12,9,21,2018,2,28,Wednseday
4,12,15,27,2017,5,12,Friday
5,12,7,19,2018,5,3,Thursday
2,6,15,21,2018,6,27,Wednseday
7,13,16,29,2017,12,13,Wednseday
6,11,16,27,2018,6,22,Friday
0,13,6,19,2017,3,9,Thursday
14,31,6,37,2018,3,28,Wednseday
1,5,19,24,2017,3,5,Sunday
1,4,13,17,2017,12,11,Monday
3,10,18,28,2017,2,3,Friday
5,29,0,29,2017,11,2,Thursday
1,6,8,14,2018,8,9,Thursday
4,5,8,13,2017,7,28,Friday
1,13,10,23,2017,9,12,Tuesday
3,9,19,28,2017,12,12,Tuesday
2,14,10,24,2017,6,19,Monday
18,27,12,39,2018,1,13,Saturday
2,10,15,25,2018,7,28,Saturday
1,2,5,7,2018,7,30,Monday
1,10,16,26,2018,2,4,Sunday
2,37,-3,34,2018,1,20,Saturday
3,10,18,28,2018,1,19,Friday
2,10,26,36,2018,4,30,Monday
3,4,7,11,2018,3,4,Sunday
2,13,10,23,2017,6,27,Tuesday
1,9,17,26,2017,9,20,Wednseday
0,12,16,28,2017,10,19,Thursday
2,11,8,19,2018,4,5,Thursday
1,3,24,27,2017,7,11,Tuesday
22,26,24,50,2018,6,13,Wednseday
1,2,17,19,2018,6,27,Wednseday
2,11,21,32,2017,8,20,Sunday
1,10,6,16,2018,5,8,Tuesday
3,18,6,24,2018,3,30,Friday
1,2,2,4,2018,8,5,Sunday
6,13,8,21,2017,3,14,Tuesday
1,2,3,5,2018,8,8,Wednseday
5,11,24,35,2017,5,18,Thursday
5,98,-73,25,2017,11,17,Friday
4,26,-11,15,2018,1,22,Monday
4,24,29,53,2018,2,3,Saturday
2,16,12,28,2018,1,9,Tuesday
2,3,7,10,2018,6,19,Tuesday
3,6,12,18,2018,5,18,Friday
0,11,7,18,2017,10,13,Friday
5,11,17,28,2017,11,30,Thursday
3,13,15,28,2018,1,19,Friday
4,11,11,22,2017,7,6,Thursday
1,7,15,22,2017,11,23,Thursday
9,12,11,23,2018,7,15,Sunday
2,3,5,8,2018,8,5,Sunday
1,3,14,17,2018,3,11,Sunday
4,21,14,35,2017,10,6,Friday
1,10,7,17,2018,4,24,Tuesday
1,2,11,13,2018,2,28,Wednseday
1,8,18,26,2018,6,7,Thursday
5,14,32,46,2017,8,31,Thursday
5,12,14,26,2017,10,6,Friday
3,32,-12,20,2018,3,3,Saturday
5,26,12,38,2017,12,15,Friday
7,14,12,26,2018,1,10,Wednseday
5,12,15,27,2017,10,26,Thursday
5,8,19,27,2017,7,13,Thursday
2,24,2,26,2018,1,24,Wednseday
1,6,15,21,2018,8,16,Thursday
1,8,13,21,2017,3,13,Monday
1,19,7,26,2018,2,18,Sunday
0,11,32,43,2017,2,2,Thursday
5,6,16,22,2017,5,25,Thursday
1,6,14,20,2017,8,17,Thursday
4,12,15,27,2018,5,3,Thursday
4,10,14,24,2018,7,13,Friday
4,8,28,36,2017,12,7,Thursday
2,7,22,29,2017,3,14,Tuesday
1,9,14,23,2018,5,13,Sunday
3,11,10,21,2017,9,18,Monday
6,18,18,36,2017,10,5,Thursday
3,8,13,21,2018,3,20,Tuesday
2,4,8,12,2017,10,15,Sunday
2,8,8,16,2018,7,31,Tuesday
3,12,18,30,2017,5,28,Sunday
5,15,19,34,2018,3,21,Wednseday
4,6,7,13,2018,3,15,Thursday
3,11,22,33,2017,9,16,Saturday
0,5,8,13,2018,8,3,Friday
1,23,10,33,2017,7,16,Sunday
3,19,16,35,2018,4,23,Monday
4,13,7,20,2018,4,28,Saturday
8,17,20,37,2017,12,3,Sunday
5,30,-11,19,2018,3,4,Sunday
2,18,13,31,2017,8,6,Sunday
1,17,12,29,2018,6,14,Thursday
2,8,15,23,2018,8,6,Monday
4,17,13,30,2017,10,9,Monday
2,42,-19,23,2018,7,28,Saturday
0,10,0,10,2018,3,19,Monday
1,3,20,23,2017,5,8,Monday
7,13,11,24,2017,6,27,Tuesday
1,15,9,24,2018,3,20,Tuesday
13,26,6,32,2018,3,31,Saturday
4,6,14,20,2017,4,21,Friday
0,22,2,24,2018,6,19,Tuesday
1,30,13,43,2018,6,11,Monday
28,34,0,34,2017,11,30,Thursday
2,15,12,27,2017,2,1,Wednseday
1,14,4,18,2017,9,4,Monday
2,12,7,19,2017,11,12,Sunday
1,26,-3,23,2018,1,30,Tuesday
2,9,10,19,2017,10,18,Wednseday
2,3,13,16,2018,1,14,Sunday
1,6,14,20,2017,12,28,Thursday
2,17,2,19,2018,3,10,Saturday
6,16,17,33,2017,4,27,Thursday
2,3,10,13,2017,11,4,Saturday
4,10,9,19,2018,3,30,Friday
0,7,20,27,2017,2,1,Wednseday
25,34,-11,23,2018,2,13,Tuesday
1,13,10,23,2017,10,18,Wednseday
4,12,9,21,2018,6,8,Friday
1,15,19,34,2017,5,25,Thursday
8,14,21,35,2018,5,3,Thursday
1,5,14,19,2018,7,18,Wednseday
4,25,3,28,2017,11,23,Thursday
1,16,14,30,2018,2,20,Tuesday
1,19,11,30,2018,2,21,Wednseday
1,8,17,25,2017,9,21,Thursday
1,2,3,5,2018,8,2,Thursday
1,12,16,28,2017,5,11,Thursday
3,17,8,25,2017,8,19,Saturday
1,6,14,20,2017,11,21,Tuesday
1,7,12,19,2017,11,22,Wednseday
2,11,5,16,2018,7,10,Tuesday
1,4,25,29,2017,10,1,Sunday
1,7,20,27,2018,7,4,Wednseday
5,6,20,26,2018,5,30,Wednseday
2,10,18,28,2017,4,10,Monday
2,18,-6,12,2018,3,10,Saturday
1,7,18,25,2018,3,30,Friday
3,20,18,38,2017,3,31,Friday
5,6,6,12,2017,11,19,Sunday
3,9,13,22,2017,11,7,Tuesday
1,17,6,23,2017,6,18,Sunday
6,15,6,21,2018,3,13,Tuesday
1,2,9,11,2017,8,28,Monday
2,10,9,19,2017,7,30,Sunday
1,4,10,14,2017,11,9,Thursday
5,7,6,13,2018,7,5,Thursday
2,7,17,24,2017,7,15,Saturday
3,9,9,18,2017,7,24,Monday
4,19,15,34,2017,6,22,Thursday
18,31,-1,30,2018,7,22,Sunday
2,11,27,38,2018,8,11,Saturday
2,7,19,26,2017,5,24,Wednseday
3,9,24,33,2018,8,18,Saturday
5,14,20,34,2017,7,13,Thursday
4,13,13,26,2017,4,28,Friday
2,10,18,28,2017,10,30,Monday
2,15,7,22,2017,3,5,Sunday
2,3,12,15,2017,9,25,Monday
2,4,13,17,2018,7,8,Sunday
8,14,7,21,2017,5,3,Wednseday
1,9,16,25,2017,8,20,Sunday
4,10,18,28,2018,1,22,Monday
6,14,12,26,2017,11,10,Friday
11,17,3,20,2017,10,27,Friday
4,31,-5,26,2018,3,15,Thursday
1,6,7,13,2018,8,16,Thursday
6,10,24,34,2017,2,7,Tuesday
1,5,6,11,2018,8,5,Sunday
1,6,7,13,2018,3,28,Wednseday
2,7,16,23,2018,7,25,Wednseday
2,12,18,30,2018,7,15,Sunday
0,2,13,15,2017,7,20,Thursday
1,3,11,14,2017,11,13,Monday
2,18,4,22,2017,7,3,Monday
6,23,12,35,2017,10,17,Tuesday
0,8,13,21,2018,4,17,Tuesday
4,12,15,27,2017,10,20,Friday
1,13,14,27,2018,1,19,Friday
7,12,8,20,2017,9,27,Wednseday
4,15,11,26,2018,4,12,Thursday
1,10,3,13,2018,8,15,Wednseday
2,4,6,10,2018,6,10,Sunday
1,4,20,24,2018,7,1,Sunday
2,9,24,33,2018,7,4,Wednseday
1,7,21,28,2018,4,10,Tuesday
5,8,20,28,2018,6,21,Thursday
3,17,14,31,2018,1,23,Tuesday
3,18,13,31,2018,2,2,Friday
1,8,13,21,2018,1,18,Thursday
1,12,19,31,2017,12,4,Monday
0,3,5,8,2018,8,28,Tuesday
1,3,8,11,2018,4,2,Monday
2,18,2,20,2017,11,21,Tuesday
2,14,8,22,2018,2,20,Tuesday
2,5,21,26,2018,3,31,Saturday
3,14,9,23,2018,1,15,Monday
1,6,7,13,2017,8,16,Wednseday
1,11,12,23,2018,4,2,Monday
2,8,15,23,2017,11,5,Sunday
3,13,22,35,2017,8,25,Friday
2,6,18,24,2018,6,23,Saturday
2,6,6,12,2018,3,10,Saturday
14,66,-14,52,2018,1,26,Friday
0,25,7,32,2018,2,16,Friday
2,22,2,24,2017,9,16,Saturday
3,10,14,24,2017,7,14,Friday
5,8,10,18,2017,12,31,Sunday
2,12,2,14,2018,8,8,Wednseday
2,8,38,46,2018,6,10,Sunday
2,7,13,20,2018,5,9,Wednseday
1,7,28,35,2018,6,12,Tuesday
13,29,14,43,2018,8,1,Wednseday
1,12,22,34,2018,3,15,Thursday
1,12,21,33,2017,10,5,Thursday
2,10,7,17,2018,8,18,Saturday
1,7,19,26,2017,3,9,Thursday
4,18,14,32,2017,11,26,Sunday
1,3,26,29,2017,2,20,Monday
4,48,-15,33,2018,3,9,Friday
0,6,21,27,2018,5,8,Tuesday
1,9,13,22,2017,11,27,Monday
5,6,7,13,2018,6,22,Friday
2,9,8,17,2018,4,30,Monday
2,22,13,35,2017,5,31,Wednseday
1,7,27,34,2018,6,14,Thursday
1,8,18,26,2017,11,8,Wednseday
1,4,14,18,2017,5,22,Monday
1,5,17,22,2017,6,28,Wednseday
4,18,27,45,2018,4,20,Friday
1,3,0,3,2018,8,20,Monday
5,10,3,13,2018,8,3,Friday
2,13,19,32,2017,11,25,Saturday
2,11,20,31,2018,5,6,Sunday
6,19,9,28,2018,3,23,Friday
1,8,19,27,2018,6,14,Thursday
0,5,31,36,2018,6,21,Thursday
6,15,5,20,2017,7,4,Tuesday
0,3,7,10,2018,7,13,Friday
4,5,17,22,2018,5,10,Thursday
2,7,20,27,2017,10,3,Tuesday
2,11,22,33,2018,7,29,Sunday
3,11,15,26,2018,6,8,Friday
5,6,7,13,2018,7,7,Saturday
1,7,14,21,2017,3,20,Monday
1,14,17,31,2018,1,23,Tuesday
4,11,14,25,2018,7,13,Friday
2,16,19,35,2017,2,22,Wednseday
4,6,12,18,2017,11,30,Thursday
35,40,-19,21,2017,8,31,Thursday
3,9,24,33,2017,11,26,Sunday
3,7,13,20,2017,10,27,Friday
1,6,22,28,2017,9,13,Wednseday
1,5,3,8,2018,8,2,Thursday
1,3,4,7,2018,8,13,Monday
3,8,22,30,2017,9,23,Saturday
2,8,15,23,2017,6,14,Wednseday
4,6,20,26,2017,12,29,Friday
4,11,24,35,2018,3,30,Friday
11,24,14,38,2017,2,13,Monday
1,2,6,8,2018,5,9,Wednseday
2,2,29,31,2018,3,13,Tuesday
1,23,-2,21,2017,3,13,Monday
3,13,19,32,2018,6,23,Saturday
1,9,25,34,2017,12,26,Tuesday
2,4,9,13,2018,4,3,Tuesday
12,22,17,39,2018,4,12,Thursday
5,8,43,51,2016,10,5,Wednseday
1,3,9,12,2018,3,25,Sunday
2,6,2,8,2018,5,9,Wednseday
3,12,16,28,2018,4,20,Friday
3,10,16,26,2018,3,17,Saturday
1,21,7,28,2017,7,25,Tuesday
2,60,-27,33,2018,6,10,Sunday
3,19,9,28,2017,12,15,Friday
2,64,-35,29,2017,9,17,Sunday
3,4,10,14,2017,11,14,Tuesday
2,6,0,6,2018,8,8,Wednseday
8,12,7,19,2017,3,2,Thursday
1,16,17,33,2018,4,18,Wednseday
3,11,20,31,2017,7,23,Sunday
3,8,-1,7,2018,8,7,Tuesday
5,11,25,36,2017,12,28,Thursday
1,5,9,14,2018,7,25,Wednseday
3,13,16,29,2017,8,15,Tuesday
2,11,8,19,2018,3,17,Saturday
5,6,6,12,2018,8,8,Wednseday
2,8,8,16,2018,2,6,Tuesday
2,10,19,29,2017,8,21,Monday
0,11,5,16,2018,3,5,Monday
0,2,13,15,2018,7,11,Wednseday
6,26,-12,14,2018,2,8,Thursday
1,3,7,10,2018,7,9,Monday
2,27,8,35,2018,1,30,Tuesday
0,6,17,23,2018,5,16,Wednseday
9,15,3,18,2018,4,15,Sunday
1,14,17,31,2017,5,8,Monday
1,15,22,37,2017,6,4,Sunday
4,27,15,42,2017,2,10,Friday
6,13,12,25,2017,11,10,Friday
3,13,7,20,2017,5,16,Tuesday
2,15,6,21,2018,4,2,Monday
3,9,20,29,2018,3,25,Sunday
5,14,13,27,2017,4,5,Wednseday
1,2,11,13,2018,5,2,Wednseday
1,8,17,25,2018,4,26,Thursday
3,8,6,14,2018,3,26,Monday
2,4,13,17,2018,5,21,Monday
2,11,13,24,2017,5,20,Saturday
7,12,15,27,2017,3,29,Wednseday
7,13,10,23,2018,4,25,Wednseday
1,2,9,11,2018,3,26,Monday
4,7,31,38,2017,1,23,Monday
5,12,14,26,2017,6,28,Wednseday
4,17,4,21,2018,8,3,Friday
2,7,26,33,2017,12,10,Sunday
1,5,28,33,2017,3,30,Thursday
4,46,-27,19,2018,3,2,Friday
9,15,11,26,2017,5,21,Sunday
6,10,21,31,2017,9,23,Saturday
3,21,13,34,2018,1,19,Friday
6,12,8,20,2017,7,1,Saturday
5,12,33,45,2017,1,14,Saturday
0,5,54,59,2018,6,4,Monday
1,13,17,30,2017,10,29,Sunday
2,8,9,17,2017,10,9,Monday
3,15,10,25,2018,5,25,Friday
13,14,-2,12,2018,8,15,Wednseday
0,10,12,22,2018,4,10,Tuesday
4,8,20,28,2017,7,7,Friday
1,9,20,29,2017,10,1,Sunday
5,15,16,31,2018,2,11,Sunday
1,2,15,17,2018,4,16,Monday
4,17,10,27,2017,11,24,Friday
3,5,23,28,2017,10,20,Friday
2,16,13,29,2018,8,12,Sunday
2,14,21,35,2018,6,26,Tuesday
6,9,4,13,2017,7,22,Saturday
2,4,19,23,2017,8,26,Saturday
8,9,3,12,2017,5,28,Sunday
4,9,6,15,2017,9,21,Thursday
1,9,14,23,2017,7,30,Sunday
4,7,8,15,2018,6,18,Monday
1,7,16,23,2017,8,16,Wednseday
0,7,22,29,2018,7,17,Tuesday
1,5,38,43,2018,4,4,Wednseday
1,4,4,8,2018,5,3,Thursday
9,17,21,38,2017,4,18,Tuesday
2,24,11,35,2018,2,5,Monday
6,20,17,37,2017,8,12,Saturday
1,15,31,46,2018,6,3,Sunday
2,8,22,30,2017,8,16,Wednseday
1,11,12,23,2017,11,13,Monday
2,10,6,16,2018,4,2,Monday
2,11,15,26,2018,6,16,Saturday
4,19,10,29,2017,11,27,Monday
1,8,2,10,2018,8,19,Sunday
2,20,9,29,2018,1,31,Wednseday
1,10,19,29,2017,12,18,Monday
2,7,15,22,2017,9,26,Tuesday
3,9,0,9,2018,8,4,Saturday
1,7,21,28,2018,1,23,Tuesday
1,16,3,19,2018,5,17,Thursday
1,3,5,8,2018,7,23,Monday
3,27,1,28,2018,1,26,Friday
7,14,9,23,2017,6,5,Monday
6,17,4,21,2017,11,24,Friday
3,11,22,33,2017,8,18,Friday
0,1,14,15,2018,4,23,Monday
2,3,18,21,2018,4,23,Monday
1,3,17,20,2017,11,3,Friday
0,3,11,14,2018,7,24,Tuesday
4,11,16,27,2018,3,31,Saturday
5,10,17,27,2017,5,24,Wednseday
1,4,31,35,2018,8,20,Monday
2,4,9,13,2017,7,29,Saturday
1,13,15,28,2018,4,4,Wednseday
2,21,-3,18,2017,11,27,Monday
5,17,9,26,2018,3,3,Saturday
7,20,20,40,2018,6,15,Friday
2,13,18,31,2018,4,21,Saturday
1,10,15,25,2017,12,10,Sunday
3,5,13,18,2018,4,23,Monday
15,25,30,55,2016,10,6,Thursday
0,6,20,26,2018,4,11,Wednseday
3,8,17,25,2017,11,25,Saturday
1,7,12,19,2017,3,2,Thursday
0,7,15,22,2017,10,16,Monday
2,18,0,18,2018,3,4,Sunday
8,13,1,14,2017,6,15,Thursday
0,6,7,13,2018,3,23,Friday
1,6,14,20,2017,7,4,Tuesday
2,5,8,13,2018,3,21,Wednseday
1,9,14,23,2017,8,22,Tuesday
2,8,16,24,2017,10,29,Sunday
2,9,12,21,2017,3,13,Monday
3,14,13,27,2018,1,26,Friday
2,12,41,53,2018,6,2,Saturday
1,7,18,25,2017,2,6,Monday
5,10,20,30,2017,8,27,Sunday
1,8,13,21,2018,8,2,Thursday
1,3,11,14,2018,5,7,Monday
2,8,8,16,2018,3,21,Wednseday
5,6,10,16,2018,2,10,Saturday
1,8,12,20,2017,11,9,Thursday
1,6,14,20,2017,7,18,Tuesday
4,6,20,26,2017,4,22,Saturday
4,5,14,19,2018,1,11,Thursday
0,2,1,3,2018,8,14,Tuesday
4,5,20,25,2017,12,15,Friday
3,20,19,39,2017,6,2,Friday
6,9,4,13,2018,4,7,Saturday
2,6,17,23,2017,8,1,Tuesday
2,11,12,23,2017,9,26,Tuesday
8,17,15,32,2018,2,18,Sunday
2,6,5,11,2018,5,10,Thursday
1,6,7,13,2018,7,5,Thursday
4,17,11,28,2018,3,30,Friday
4,7,18,25,2018,6,28,Thursday
2,25,-4,21,2018,3,26,Monday
1,12,17,29,2018,5,31,Thursday
3,4,1,5,2018,8,17,Friday
1,12,10,22,2017,7,17,Monday
0,4,19,23,2017,8,21,Monday
4,16,28,44,2017,1,15,Sunday
2,6,15,21,2018,6,12,Tuesday
1,5,12,17,2017,3,14,Tuesday
2,8,15,23,2018,1,23,Tuesday
3,16,7,23,2018,3,4,Sunday
2,15,24,39,2017,5,28,Sunday
2,10,14,24,2018,4,23,Monday
1,6,20,26,2018,6,21,Thursday
2,4,15,19,2017,10,21,Saturday
1,4,10,14,2017,6,12,Monday
2,12,28,40,2017,6,7,Wednseday
1,8,14,22,2017,8,3,Thursday
2,5,12,17,2018,8,5,Sunday
0,6,8,14,2018,7,17,Tuesday
0,5,25,30,2018,6,25,Monday
23,25,-16,9,2018,7,29,Sunday
3,5,7,12,2018,3,16,Friday
1,9,38,47,2018,6,7,Thursday
1,2,14,16,2018,1,14,Sunday
3,10,10,20,2017,9,1,Friday
4,15,20,35,2018,1,4,Thursday
1,8,14,22,2018,7,16,Monday
2,9,12,21,2018,5,2,Wednseday
3,4,14,18,2017,12,1,Friday
3,12,13,25,2017,9,22,Friday
1,44,-19,25,2017,1,26,Thursday
18,45,-4,41,2017,11,23,Thursday
8,10,6,16,2017,12,4,Monday
1,8,21,29,2018,8,13,Monday
6,64,-42,22,2017,7,18,Tuesday
4,14,16,30,2017,11,27,Monday
1,19,4,23,2017,11,8,Wednseday
3,7,14,21,2018,6,29,Friday
5,10,14,24,2018,3,17,Saturday
5,32,-6,26,2017,12,15,Friday
2,7,11,18,2017,5,15,Monday
1,18,2,20,2018,2,21,Wednseday
1,7,9,16,2018,5,16,Wednseday
0,8,20,28,2018,8,16,Thursday
2,11,12,23,2018,4,7,Saturday
1,3,20,23,2017,10,3,Tuesday
1,16,16,32,2018,4,8,Sunday
4,8,19,27,2017,9,7,Thursday
1,5,10,15,2018,7,18,Wednseday
1,10,14,24,2018,1,8,Monday
5,8,4,12,2018,8,17,Friday
8,20,6,26,2018,3,1,Thursday
1,7,8,15,2018,4,25,Wednseday
1,13,22,35,2018,1,16,Tuesday
6,28,1,29,2018,1,31,Wednseday
6,11,2,13,2018,3,29,Thursday
2,5,26,31,2018,8,5,Sunday
3,7,14,21,2018,5,1,Tuesday
3,13,28,41,2017,1,17,Tuesday
3,10,18,28,2017,12,1,Friday
0,5,14,19,2018,7,25,Wednseday
0,30,-2,28,2018,6,6,Wednseday
7,23,0,23,2017,10,9,Monday
2,22,8,30,2018,4,22,Sunday
2,26,5,31,2018,7,8,Sunday
1,9,8,17,2017,10,9,Monday
1,7,16,23,2017,6,12,Monday
1,4,13,17,2018,8,26,Sunday
0,3,32,35,2018,7,2,Monday
1,6,30,36,2018,6,10,Sunday
7,10,9,19,2018,4,20,Friday
3,12,28,40,2017,9,24,Sunday
1,6,17,23,2017,6,18,Sunday
2,4,10,14,2017,6,14,Wednseday
17,27,7,34,2017,3,21,Tuesday
1,6,14,20,2017,3,30,Thursday
0,28,4,32,2017,12,11,Monday
5,6,7,13,2017,6,23,Friday
2,8,3,11,2018,8,19,Sunday
1,12,18,30,2018,1,3,Wednseday
2,6,10,16,2018,2,24,Saturday
1,51,-28,23,2017,7,19,Wednseday
7,13,3,16,2018,8,7,Tuesday
9,37,-13,24,2018,5,5,Saturday
1,14,22,36,2018,3,6,Tuesday
9,16,19,35,2017,2,13,Monday
1,15,12,27,2018,5,10,Thursday
6,8,4,12,2018,3,8,Thursday
4,12,13,25,2018,3,9,Friday
3,29,31,60,2018,3,12,Monday
4,11,2,13,2018,3,29,Thursday
13,22,5,27,2018,2,20,Tuesday
1,19,14,33,2018,5,20,Sunday
4,14,21,35,2017,8,10,Thursday
5,21,5,26,2018,5,18,Friday
4,19,7,26,2018,3,30,Friday
1,8,20,28,2017,4,10,Monday
1,8,19,27,2017,12,19,Tuesday
1,8,14,22,2018,3,19,Monday
6,9,18,27,2017,5,31,Wednseday
3,8,12,20,2017,8,11,Friday
1,15,8,23,2017,11,29,Wednseday
0,6,8,14,2018,7,27,Friday
10,41,-3,38,2018,1,19,Friday
1,5,36,41,2018,7,4,Wednseday
2,9,15,24,2017,10,16,Monday
3,5,0,5,2018,8,3,Friday
1,4,14,18,2018,8,9,Thursday
1,3,20,23,2018,1,24,Wednseday
2,16,13,29,2017,11,2,Thursday
2,3,10,13,2018,6,16,Saturday
6,17,17,34,2018,1,31,Wednseday
4,11,20,31,2017,7,30,Sunday
1,5,18,23,2017,8,16,Wednseday
3,20,14,34,2017,7,8,Saturday
1,11,21,32,2017,12,3,Sunday
6,14,21,35,2017,4,28,Friday
6,7,5,12,2018,7,26,Thursday
0,6,19,25,2018,4,19,Thursday
3,25,8,33,2018,3,17,Saturday
0,1,14,15,2017,9,20,Wednseday
2,12,26,38,2018,4,7,Saturday
7,12,17,29,2018,6,27,Wednseday
2,9,14,23,2017,10,14,Saturday
2,14,9,23,2017,6,7,Wednseday
4,7,18,25,2017,7,7,Friday
7,16,20,36,2018,5,28,Monday
1,6,14,20,2018,7,4,Wednseday
3,7,17,24,2017,8,4,Friday
4,22,10,32,2017,7,24,Monday
4,11,22,33,2018,6,2,Saturday
3,4,14,18,2017,10,6,Friday
1,18,11,29,2018,1,22,Monday
2,17,10,27,2018,6,27,Wednseday
7,13,5,18,2018,2,2,Friday
1,4,5,9,2018,7,29,Sunday
2,19,19,38,2017,11,5,Sunday
4,5,1,6,2018,8,23,Thursday
2,6,6,12,2018,6,13,Wednseday
2,29,-14,15,2018,1,22,Monday
2,12,26,38,2017,4,25,Tuesday
5,17,6,23,2017,11,25,Saturday
1,23,5,28,2018,2,6,Tuesday
2,9,13,22,2017,6,28,Wednseday
0,1,7,8,2018,5,10,Thursday
1,24,6,30,2017,9,20,Wednseday
1,7,27,34,2018,6,21,Thursday
0,10,31,41,2018,6,6,Wednseday
4,13,13,26,2017,10,26,Thursday
2,11,14,25,2017,6,26,Monday
2,8,13,21,2017,6,14,Wednseday
